name,year,cost,,fuel_code,descripción,units
nuc,2025,2.03,,,,
nuc,2026,2.04,,,,
nuc,2027,2.04,,,,
nuc,2028,2.06,,,,
nuc,2029,2.06,,,,
nuc,2030,2.07,,,,
zzon_noro,2016,4.775580214,,,,
zzon_noro,2017,5.272028665,,,,
zzon_noro,2018,5.164241901,,,,
zzon_noro,2019,5.389184374,,,,
zzon_noro,2020,5.507477227,,,,
zzon_noro,2021,5.611838012,,,,
zzon_noro,2022,5.716198314,,,,
zzon_noro,2023,5.768378465,,,,
zzon_noro,2024,5.820559099,,,,
zzon_noro,2025,5.87273925,,,,
zzon_noro,2026,5.924919884,,,,
zzon_noro,2027,5.977100518,,,,
zzon_noro,2028,6.029280186,,,,
zzon_noro,2029,6.08146082,,,,
zzon_noro,2030,6.133640971,,,,
zzon_nort,2016,4.074080214,,,,
zzon_nort,2017,4.570528665,,,,
zzon_nort,2018,4.462741901,,,,
zzon_nort,2019,4.687684374,,,,
zzon_nort,2020,4.805977227,,,,
zzon_nort,2021,4.910338012,,,,
zzon_nort,2022,5.014698314,,,,
zzon_nort,2023,5.066878465,,,,
zzon_nort,2024,5.119059099,,,,
zzon_nort,2025,5.17123925,,,,
zzon_nort,2026,5.223419884,,,,
zzon_nort,2027,5.275600518,,,,
zzon_nort,2028,5.327780186,,,,
zzon_nort,2029,5.37996082,,,,
zzon_nort,2030,5.432140971,,,,
