project_name,gen_tech,load_zone,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,balancing_area
industrias_derivadas_del_etileno,thermal_natural_gas,02-oriental,9.60,0.00,,,7.10,1.40,,1.40,,,382.00,operational,g_slorp,natural_gas,37-coatzacoalcos
industrias_quimicas_falcon_de_mexico,gas_turbine_diesel,01-central,14.70,0.00,,,5.50,4.90,,4.90,,,383.00,operational,d_naciona,diesel,31-central
ingenio_la_gloria,bioenergy_fuel_oil,02-oriental,51.20,0.00,,,7.10,49.20,,49.20,,,384.00,operational,c_n_tuxp,fuel_oil,33-veracruz
ingenio_san_miguel_del_naranjo,bioenergy_diesel,03-occidental,38.90,0.00,,,7.10,8.70,,8.70,,,385.00,operational,d_naciona,diesel,25-san_luis_potosi
ingenio_san_nicolas,bioenergy_diesel,02-oriental,26.90,0.00,,,7.10,13.50,,13.50,,,386.00,operational,d_naciona,diesel,37-coatzacoalcos
innophos_fosfatados_de_mexico_aut,internal_combustion_natural_gas,02-oriental,13.40,0.00,,,7.40,14.40,,14.40,,,387.00,operational,g_slorp,natural_gas,37-coatzacoalcos
instituto_de_investigaciones_electricas,eolic,02-oriental,0.00,0.00,,,0.00,0.10,,0.10,,,388.00,operational,,,40-ixtepec
italaise,gas_turbine_natural_gas,03-occidental,13.10,0.00,,,5.50,5.10,,5.10,,,389.00,operational,g_sauzqro,natural_gas,30-queretaro
iusasol_base,solar,01-central,0.00,0.00,,,0.00,0.90,,0.90,,,390.00,operational,,,31-central
kellogg_de_mexico,internal_combustion_natural_gas,03-occidental,11.20,0.00,,,7.40,5.60,,5.60,,,391.00,operational,g_sauzqro,natural_gas,30-queretaro
kimberly-clark_de_mexico,thermal_natural_gas,02-oriental,9.60,0.00,,,7.10,9.40,,9.40,,,392.00,operational,g_slorp,natural_gas,36-temascal
laboratorios_sophia,internal_combustion_natural_gas,03-occidental,12.50,0.00,,,7.40,1.90,,1.90,,,393.00,operational,g_sauzqro,natural_gas,23-guadalajara
laminas_acanaladas_infinita,gas_turbine_natural_gas,01-central,15.50,0.00,,,5.50,5.90,,5.90,,,394.00,operational,g_central,natural_gas,31-central
lorean_energy_group,bioenergy_natural_gas,06-noreste,10.30,0.00,,,7.40,1.90,,1.90,,,395.00,operational,g_ahnrr,natural_gas,17-saltillo
mabe_mexico_planta_sal,internal_combustion_diesel,06-noreste,10.30,0.00,,,7.40,7.80,,7.80,,,396.00,operational,d_naciona,diesel,17-saltillo
magnelec,combined_cycle_natural_gas,05-norte,9.50,0.00,,,7.70,15.70,,15.70,,,397.00,operational,g_ahnrr,natural_gas,09-chihuahua
maquilas_teta_kawi,internal_combustion_diesel,04-noroeste,13.30,0.00,,,7.40,1.00,,1.00,,,398.00,operational,d_naciona,diesel,03-obregon
met-_mex_penoles,thermal_natural_gas,05-norte,9.60,0.00,,,7.10,6.60,,6.60,,,399.00,operational,g_ahnrr,natural_gas,11-laguna
mexicana_de_cobre,thermal_fuel_oil,04-noroeste,8.60,0.00,,,7.10,34.20,,34.20,,,400.00,operational,c_n_chih,fuel_oil,02-cananea
papelera_veracruzana,hydroelectric,00-autoabasto,0.00,0.00,,,1.00,1.00,,1.00,,,401.00,operational,,,00-autoabasto_local
mexichem_resinas_vinilicas,combined_cycle_natural_gas,06-noreste,18.30,0.00,,,7.70,15.90,,15.90,,,402.00,operational,gn_altam,natural_gas,19-huasteca
mexico_carbon_manufacturing,thermal_natural_gas,06-noreste,11.30,0.00,,,7.10,3.80,,3.80,,,403.00,operational,gn_altam,natural_gas,19-huasteca
mexico_gcoradora_de_energia,combined_cycle_natural_gas,04-noroeste,7.90,0.00,,,7.70,515.70,,515.70,,,404.00,operational,zzon_noro,natural_gas,02-cananea
minas_de_la_alta_pimeria,internal_combustion_diesel,04-noroeste,13.20,0.00,,,7.40,8.40,,8.40,,,405.00,operational,d_naciona,diesel,03-obregon
minera_real_de_angeles_unida,internal_combustion_diesel,05-norte,10.70,0.00,,,7.40,22.00,,22.00,,,406.00,operational,d_naciona,diesel,09-chihuahua
mission_hills,gas_turbine_natural_gas,03-occidental,31.30,0.00,,,5.50,7.30,,7.30,,,407.00,operational,g_petsal,natural_gas,30-queretaro
municipio_de_mexicali,eolic,08-baja_california,0.00,0.00,,,0.00,2.50,,2.50,,,408.00,operational,,,46-tijuana
papelera_industrial_potosina,combined_cycle_natural_gas,03-occidental,16.80,0.00,,,7.70,6.30,,6.30,,,409.00,operational,g_petsal,natural_gas,25-san_luis_potosi
parque_de_tecnologia_electronica,internal_combustion_diesel,03-occidental,10.30,0.00,,,7.40,6.40,,6.40,,,410.00,operational,d_naciona,diesel,23-guadalajara
parques_ecologicos_de_mexico,eolic,02-oriental,0.00,0.00,,,0.00,23.90,,23.90,,,411.00,operational,,,40-ixtepec
pe_ingenio,eolic,02-oriental,0.00,0.00,,,0.00,14.80,,14.80,,,412.00,operational,,,40-ixtepec
pemex_gas_y_petroquimica_basica_complejo_pro,thermal_natural_gas,02-oriental,23.60,0.00,,,7.10,15.00,,15.00,,,413.00,operational,g_slorp,natural_gas,32-poza_rica
pemex-gas_y_petroquimica_basica_complejo_pro_1,gas_turbine_natural_gas,02-oriental,18.10,0.00,,,5.50,57.50,,57.50,,,414.00,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_2,gas_turbine_natural_gas,02-oriental,18.80,0.00,,,5.50,21.70,,21.70,,,415.00,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro__3_,cogen_natural_gas,02-oriental,10.80,0.00,,,7.70,356.40,,356.40,,,416.00,operational,gn_tuxp,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur,gas_turbine_natural_gas,06-noreste,28.80,0.00,,,5.50,19.00,,19.00,,,417.00,operational,g_ahnrr,natural_gas,21-guemez
pemex-gas_y_petroquimicabasica_complejo_pro_cactus,gas_turbine_natural_gas,02-oriental,16.70,0.00,,,5.50,119.30,,119.30,,,418.00,operational,g_slorp,natural_gas,38-tabasco
pemex-petroquimica_comp_petro_pajaritos,gas_turbine_natural_gas,02-oriental,15.40,0.00,,,5.50,57.00,,57.00,,,419.00,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_cos,gas_turbine_natural_gas,02-oriental,40.20,0.00,,,5.50,58.10,,58.10,,,420.00,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_ind,thermal_natural_gas,02-oriental,9.10,0.00,,,7.10,50.60,,50.60,,,421.00,operational,g_slorp,natural_gas,34-puebla
pemex-petroquimica_complejo_petroquimico_mor,combined_cycle_natural_gas,02-oriental,15.20,0.00,,,7.70,166.70,,166.70,,,422.00,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-refinacion_ing_antonio_m_amor,thermal_natural_gas,03-occidental,32.60,0.00,,,7.10,133.60,,133.60,,,423.00,operational,g_petsal,natural_gas,26-salamanca
pemex-refinacion_refineria_francisco_i_made,thermal_natural_gas,06-noreste,22.20,0.00,,,7.10,120.70,,120.70,,,424.00,operational,gn_altam,natural_gas,19-huasteca
pemex-refinacion_refineria_gcoral_lazaro_ca,thermal_natural_gas,02-oriental,15.30,0.00,,,7.10,60.00,,60.00,,,425.00,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_gcoral_lazaro_ca_proy,thermal_natural_gas,02-oriental,22.60,0.00,,,7.10,37.50,,37.50,,,426.00,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_ing_antonio_dova,thermal_natural_gas,02-oriental,9.30,0.00,,,7.10,107.90,,107.90,,,427.00,operational,g_ahnrr,natural_gas,36-temascal
pemex-refinacion_refineria_ing_hector_lara,thermal_natural_gas,06-noreste,13.10,0.00,,,7.10,74.00,,74.00,,,428.00,operational,g_ahnrr,natural_gas,16-monterrey
pemex-refinacion_refineria_miguel_hidalgo,thermal_fuel_oil,01-central,25.20,0.00,,,7.10,125.10,,125.10,,,429.00,operational,c_n_tula,fuel_oil,31-central
piasa_cogcoracion,bioenergy_diesel,02-oriental,24.80,0.00,,,7.10,37.50,,37.50,,,430.00,operational,d_naciona,diesel,36-temascal
pier_ii_quecholac_felipe_angeles,eolic,02-oriental,0.00,0.00,,,0.00,19.80,,19.80,,,431.00,operational,,,32-poza_rica
plamex,solar,08-baja_california,0.00,0.00,,,0.00,1.00,,1.00,,,432.00,operational,,,46-tijuana
polimeros_y_derivados_planta,internal_combustion_diesel,03-occidental,10.30,0.00,,,7.40,1.80,,1.80,,,433.00,operational,d_naciona,diesel,24-aguascalientes
polioles,thermal_natural_gas,01-central,11.10,0.00,,,7.10,2.30,,2.30,,,434.00,operational,g_central,natural_gas,31-central
posco_mexico,internal_combustion_natural_gas,06-noreste,9.80,0.00,,,7.40,19.20,,19.20,,,435.00,operational,gn_tamazu,natural_gas,19-huasteca
hidroelectrica_cajon_de_pena,hydroelectric,03-occidental,0.00,0.00,,,1.00,0.90,,0.90,,,436.00,operational,,,27-manzanillo
tirio,hydroelectric,03-occidental,0.00,0.00,,,1.00,0.80,,0.80,,,437.00,operational,,,28-carapan
procter_&_gamble_manufactura,combined_cycle_natural_gas,02-oriental,8.30,0.00,,,7.70,58.00,,58.00,,,438.00,operational,g_slorp,natural_gas,34-puebla
procter_&_gamble_manufactura_talisman,gas_turbine_natural_gas,01-central,9.60,0.00,,,5.50,6.30,,6.30,,,439.00,operational,g_central,natural_gas,31-central
productora_de_papel,combined_cycle_natural_gas,06-noreste,18.60,0.00,,,7.70,17.40,,17.40,,,440.00,operational,g_ahnrr,natural_gas,16-monterrey
productora_nacional_de_papel,internal_combustion_fuel_oil,03-occidental,35.20,0.00,,,7.40,15.60,,15.60,,,441.00,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
productos_farmaceuticos_plan,internal_combustion_diesel,03-occidental,10.00,0.00,,,7.40,3.70,,3.70,,,442.00,operational,d_naciona,diesel,24-aguascalientes
proteinas_naturales,gas_turbine_natural_gas,06-noreste,19.40,0.00,,,5.50,5.90,,5.90,,,443.00,operational,g_ahnrr,natural_gas,16-monterrey
bartolinas,hydroelectric,03-occidental,0.00,0.00,,,1.00,0.60,,0.60,,,444.00,operational,,,28-carapan
sabritas,internal_combustion_diesel,04-noroeste,10.30,0.00,,,7.40,2.80,,2.80,,,445.00,operational,d_naciona,diesel,03-obregon
sales_del_istmo_coatzacoalcos,internal_combustion_diesel,02-oriental,10.30,0.00,,,7.40,2.80,,2.80,,,446.00,operational,d_naciona,diesel,37-coatzacoalcos
santa_rosalia_de_la_chontalpa,bioenergy_diesel,02-oriental,23.00,0.00,,,7.10,23.60,,23.60,,,447.00,operational,d_naciona,diesel,38-tabasco
servicios_comerciales_de_energia,solar,09-baja_california_sur-la_paz,0.00,0.00,,,0.00,30.00,,30.00,,,448.00,operational,,,51-la_paz
silices_de_veracruz,internal_combustion_diesel,02-oriental,9.30,0.00,,,7.40,6.70,,6.70,,,449.00,operational,d_naciona,diesel,33-veracruz
sky_eps_supply_sm,cogen_natural_gas,02-oriental,10.30,0.00,,,7.40,18.70,,18.70,,,450.00,operational,gn_tuxp,natural_gas,34-puebla
sky_eps_supply,cogen_natural_gas,02-oriental,11.90,0.00,,,7.40,24.90,,24.90,,,451.00,operational,g_slorp,natural_gas,34-puebla
sociedad_autoabastecedora_de_energia_verde_de,bioenergy_natural_gas,03-occidental,11.10,0.00,,,7.40,2.40,,2.40,,,452.00,operational,g_sauzqro,natural_gas,24-aguascalientes
sony_nuevo_laredo,internal_combustion_natural_gas,06-noreste,14.60,0.00,,,7.40,1.90,,1.90,,,453.00,operational,gn_altam,natural_gas,13-nuevo_laredo
stipa_nayaa,eolic,02-oriental,0.00,0.00,,,0.00,22.20,,22.20,,,454.00,operational,,,40-ixtepec
styrolution_mexicana,gas_turbine_natural_gas,06-noreste,14.00,0.00,,,5.50,10.30,,10.30,,,455.00,operational,gn_altam,natural_gas,19-huasteca
tablex_miller,internal_combustion_diesel,04-noroeste,12.10,0.00,,,7.40,1.20,,1.20,,,456.00,operational,d_naciona,diesel,03-obregon
tai_durango_uno,solar,05-norte,0.00,0.00,,,0.00,15.60,,15.60,,,457.00,operational,,,10-durango
tala_electric,bioenergy_diesel,03-occidental,27.50,0.00,,,7.10,23.40,,23.40,,,458.00,operational,d_naciona,diesel,23-guadalajara
termoelectrica_del_golfo,fluidized_bed_coal,03-occidental,9.80,0.00,,,6.40,277.50,,277.50,,,459.00,operational,coque,coal,25-san_luis_potosi
termoelectrica_penoles,fluidized_bed_coal,03-occidental,10.00,0.00,,,6.40,277.50,,277.50,,,460.00,operational,coque,coal,25-san_luis_potosi
tlalnepantla_cogcoracion,gas_turbine_natural_gas,01-central,12.00,0.00,,,5.50,27.30,,27.30,,,461.00,operational,g_central,natural_gas,31-central
tmq_gcoracion_energia_renovable,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,1.30,,1.30,,,462.00,operational,g_sauzqro,natural_gas,30-queretaro
tractebel_energia_de_monterrey,combined_cycle_natural_gas,06-noreste,8.40,0.00,,,7.70,276.60,,276.60,,,463.00,operational,g_ahnrr,natural_gas,16-monterrey
tractebel_energia_de_panuco,gas_turbine_natural_gas,06-noreste,12.20,0.00,,,5.50,27.20,,27.20,,,464.00,operational,gn_altam,natural_gas,19-huasteca
transformadora_de_energia_electrica_de_juarez,bioenergy_natural_gas,05-norte,9.70,0.00,,,7.40,5.90,,5.90,,,465.00,operational,zzon_nort,natural_gas,07-juarez
urrea_herramientas_profesionales,gas_turbine_natural_gas,03-occidental,9.60,0.00,,,5.50,1.00,,1.00,,,466.00,operational,g_petsal,natural_gas,23-guadalajara
ventika_ii,eolic,06-noreste,0.00,0.00,,,0.00,31.50,,31.50,,,467.00,operational,,,14-reynosa
ventika,eolic,06-noreste,0.00,0.00,,,0.00,31.50,,31.50,,,468.00,operational,,,14-reynosa
zacapu_power,thermal_fuel_oil,03-occidental,6.60,0.00,,,7.10,9.40,,9.40,,,469.00,operational,c_n_petacal,fuel_oil,30-queretaro
abbott_laboratories_de_mexico,gas_turbine_natural_gas,00-autoabasto,15.90,0.00,,,5.50,6.10,,6.10,,,470.00,operational,g_central,natural_gas,00-autoabasto_local
aes_merida_iii,combined_cycle_natural_gas,00-autoabasto,7.20,0.00,,,7.70,14.50,,14.50,,,471.00,operational,g_penin,natural_gas,00-autoabasto_local
agnico_eagle_mexico_proyecto,internal_combustion_diesel,00-autoabasto,12.80,0.00,,,7.40,3.30,,3.30,,,472.00,operational,d_naciona,diesel,00-autoabasto_local
agnico_sonora,internal_combustion_diesel,00-autoabasto,10.70,0.00,,,7.40,5.60,,5.60,,,473.00,operational,d_naciona,diesel,00-autoabasto_local
agroindustrias_del_balsas,thermal_fuel_oil,00-autoabasto,9.60,0.00,,,7.10,14.10,,14.10,,,474.00,operational,c_n_petacal,fuel_oil,00-autoabasto_local
agropecuaria_la_nortenita,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.80,,1.80,,,475.00,operational,d_naciona,diesel,00-autoabasto_local
akra_polyester,thermal_natural_gas,00-autoabasto,9.60,0.00,,,7.10,13.00,,13.00,,,476.00,operational,gn_altam,natural_gas,00-autoabasto_local
alambres_procesados_industriales,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.40,,1.40,,,477.00,operational,d_naciona,diesel,00-autoabasto_local
alfa_corporativo,internal_combustion_diesel,00-autoabasto,10.70,0.00,,,7.40,1.80,,1.80,,,478.00,operational,d_naciona,diesel,00-autoabasto_local
arcelormittal_las_truchas,thermal_fuel_oil,00-autoabasto,24.50,0.00,,,7.10,20.20,,20.20,,,479.00,operational,c_n_petacal,fuel_oil,00-autoabasto_local
arcelormittal_lazaro_cardenas,thermal_natural_gas,00-autoabasto,15.40,0.00,,,7.10,37.50,,37.50,,,480.00,operational,g_petsal,natural_gas,00-autoabasto_local
atlatec_planta_el_ahogado,bioenergy_natural_gas,00-autoabasto,13.70,0.00,,,5.50,2.80,,2.80,,,481.00,operational,g_petsal,natural_gas,00-autoabasto_local
auma,internal_combustion_natural_gas,00-autoabasto,10.30,0.00,,,7.40,1.90,,1.90,,,482.00,operational,zzon_nort,natural_gas,00-autoabasto_local
azinsa_aluminio,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.90,,0.90,,,483.00,operational,d_naciona,diesel,00-autoabasto_local
azsuremex,bioenergy_fuel_oil,00-autoabasto,183.00,0.00,,,7.10,2.30,,2.30,,,484.00,operational,c_n_poza,fuel_oil,00-autoabasto_local
becton_dickinson_de_mexico,internal_combustion_natural_gas,00-autoabasto,11.30,0.00,,,7.40,6.00,,6.00,,,485.00,operational,g,natural_gas,00-autoabasto_local
benef_espanola_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.80,,0.80,,,486.00,operational,d_naciona,diesel,00-autoabasto_local
bepensa_bebidas,internal_combustion_diesel,00-autoabasto,22.20,0.00,,,7.40,1.80,,1.80,,,487.00,operational,d_penins,diesel,00-autoabasto_local
bimbo_planta_bimbo_de_baja_c,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,2.30,,2.30,,,488.00,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_marinela_de_baj,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.10,,1.10,,,489.00,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_tijuana,internal_combustion_diesel,00-autoabasto,14.10,0.00,,,7.40,1.50,,1.50,,,490.00,operational,d_bcn,diesel,00-autoabasto_local
bio_pappel_planta_atenqui,thermal_diesel,00-autoabasto,11.30,0.00,,,7.10,14.50,,14.50,,,491.00,operational,d_naciona,diesel,00-autoabasto_local
bridgestone_de_mexico,internal_combustion_diesel,00-autoabasto,17.70,0.00,,,7.40,1.80,,1.80,,,492.00,operational,d_naciona,diesel,00-autoabasto_local
bticino_de_mexico,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.90,,0.90,,,493.00,operational,d_naciona,diesel,00-autoabasto_local
cargill_de_mexico,gas_turbine_natural_gas,00-autoabasto,8.90,0.00,,,5.50,7.30,,7.30,,,494.00,operational,g_central,natural_gas,00-autoabasto_local
celulosa_y_papel_de_michoacan,thermal_fuel_oil,00-autoabasto,9.60,0.00,,,7.10,6.60,,6.60,,,495.00,operational,c_n_petacal,fuel_oil,00-autoabasto_local
central_motzorongo,bioenergy_fuel_oil,00-autoabasto,41.20,0.00,,,7.10,18.70,,18.70,,,496.00,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
cerveceria_cuauhtemoc_moctezuma_planta_puebla,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,2.30,,2.30,,,497.00,operational,d_naciona,diesel,00-autoabasto_local
micos,hydroelectric,06-noreste,0.00,0.00,,,1.00,0.50,,0.50,,,498.00,operational,,,18-valles
cerveceria_modelo_de_guadalajara,thermal_natural_gas,00-autoabasto,10.20,0.00,,,7.10,6.10,,6.10,,,499.00,operational,g_petsal,natural_gas,00-autoabasto_local
cerveceria_modelo,thermal_natural_gas,00-autoabasto,18.10,0.00,,,7.10,17.80,,17.80,,,500.00,operational,g_central,natural_gas,00-autoabasto_local
cinemex_aragon,internal_combustion_diesel,00-autoabasto,13.70,0.00,,,7.40,0.50,,0.50,,,501.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_coacalco,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,502.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_coapa,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,503.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuauhtemoc,internal_combustion_diesel,00-autoabasto,12.60,0.00,,,7.40,0.50,,0.50,,,504.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuiculco,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,505.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_galerias,internal_combustion_diesel,00-autoabasto,10.70,0.00,,,7.40,0.50,,0.50,,,506.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_izcalli,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,507.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_iztapalapa,internal_combustion_diesel,00-autoabasto,12.00,0.00,,,7.40,0.50,,0.50,,,508.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_mundo_e,internal_combustion_diesel,00-autoabasto,9.90,0.00,,,7.40,1.00,,1.00,,,509.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_palacio_chino,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,510.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_plaza_sur,internal_combustion_diesel,00-autoabasto,10.70,0.00,,,7.40,0.50,,0.50,,,511.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_polanco,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.60,,0.60,,,512.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_real,internal_combustion_diesel,00-autoabasto,11.70,0.00,,,7.40,0.50,,0.50,,,513.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_tenayuca,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,514.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_ticoman,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,515.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_universidad,internal_combustion_diesel,00-autoabasto,24.80,0.00,,,7.40,0.50,,0.50,,,516.00,operational,d_naciona,diesel,00-autoabasto_local
cinemex_zaragoza,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.50,,0.50,,,517.00,operational,d_naciona,diesel,00-autoabasto_local
cmt_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.90,0.00,,,7.40,1.50,,1.50,,,518.00,operational,d_naciona,diesel,00-autoabasto_local
coeur_mexicana,internal_combustion_diesel,00-autoabasto,19.50,0.00,,,7.40,20.00,,20.00,,,519.00,operational,d_naciona,diesel,00-autoabasto_local
comision_estatal_de_servicios_publicos_de_mex,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.50,,1.50,,,520.00,operational,d_bcn,diesel,00-autoabasto_local
compania_azucarera_de_los_mochis,bioenergy_fuel_oil,00-autoabasto,51.10,0.00,,,7.10,13.10,,13.10,,,521.00,operational,c_n_maza,fuel_oil,00-autoabasto_local
compania_azucarera_del_rio_guayalejo,bioenergy_diesel,00-autoabasto,744.20,0.00,,,7.10,42.60,,42.60,,,522.00,operational,d_naciona,diesel,00-autoabasto_local
compania_azucarera_independencia,bioenergy_fuel_oil,00-autoabasto,32.80,0.00,,,7.10,9.00,,9.00,,,523.00,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_concepcion,bioenergy_fuel_oil,00-autoabasto,121.20,0.00,,,7.10,3.90,,3.90,,,524.00,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_fe,bioenergy_diesel,00-autoabasto,48.70,0.00,,,7.10,12.20,,12.20,,,525.00,operational,d_naciona,diesel,00-autoabasto_local
compania_cervecera_de_zacatecas,thermal_fuel_oil,00-autoabasto,7.90,0.00,,,7.10,46.90,,46.90,,,526.00,operational,c_n_vrey,fuel_oil,00-autoabasto_local
compania_cervecera_el_tropico,thermal_natural_gas,00-autoabasto,31.70,0.00,,,7.10,23.40,,23.40,,,527.00,operational,g_ahnrr,natural_gas,00-autoabasto_local
compania_de_nitrogeno_de_cantarell,gas_turbine_natural_gas,00-autoabasto,16.10,0.00,,,5.50,359.00,,359.00,,,528.00,operational,g_lerma,natural_gas,00-autoabasto_local
compania_desarrolladora_los_cabos,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.90,,1.90,,,529.00,operational,d_bcn,diesel,00-autoabasto_local
ingenio_tamazula_planta_sant,hydroelectric,00-autoabasto,0.00,0.00,,,1.00,0.50,,0.50,,,530.00,operational,,,00-autoabasto_local
compania_industrial_azucarera,bioenergy_fuel_oil,00-autoabasto,30.80,0.00,,,7.10,5.20,,5.20,,,531.00,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_minera_autlan_unida,internal_combustion_natural_gas,00-autoabasto,15.60,0.00,,,7.40,10.20,,10.20,,,532.00,operational,g,natural_gas,00-autoabasto_local
compania_minera_dolores_campament,internal_combustion_diesel,00-autoabasto,9.60,0.00,,,7.40,1.10,,1.10,,,533.00,operational,d_naciona,diesel,00-autoabasto_local
compania_minera_dolores_procesos,internal_combustion_diesel,00-autoabasto,11.60,0.00,,,7.40,9.90,,9.90,,,534.00,operational,d_naciona,diesel,00-autoabasto_local
compania_occidental_mexicana,internal_combustion_diesel,00-autoabasto,12.70,0.00,,,7.40,8.00,,8.00,,,535.00,operational,d_bcn,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_guad,internal_combustion_diesel,00-autoabasto,11.90,0.00,,,7.40,2.80,,2.80,,,536.00,operational,d_naciona,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_lati,internal_combustion_diesel,00-autoabasto,11.00,0.00,,,7.40,3.40,,3.40,,,537.00,operational,d_naciona,diesel,00-autoabasto_local
conservas_la_costena_y_jugome,bioenergy_natural_gas,00-autoabasto,12.00,0.00,,,7.40,0.90,,0.90,,,538.00,operational,g_central,natural_gas,00-autoabasto_local
continental_automotive_guadalajara_mexico,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,3.30,,3.30,,,539.00,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.70,,0.70,,,540.00,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana_cuaut,internal_combustion_diesel,00-autoabasto,10.50,0.00,,,7.40,2.40,,2.40,,,541.00,operational,d_naciona,diesel,00-autoabasto_local
copropiedad_electrica_del_grupo_quimico_cydsa,thermal_natural_gas,00-autoabasto,9.60,0.00,,,7.10,7.50,,7.50,,,542.00,operational,g_ahnrr,natural_gas,00-autoabasto_local
cordaflex,internal_combustion_diesel,00-autoabasto,13.00,0.00,,,7.40,2.30,,2.30,,,543.00,operational,d_naciona,diesel,00-autoabasto_local
covalence_specialty_materials_mexico,internal_combustion_diesel,00-autoabasto,24.20,0.00,,,7.40,1.40,,1.40,,,544.00,operational,d_bcn,diesel,00-autoabasto_local
dafmex,internal_combustion_diesel,00-autoabasto,9.90,0.00,,,7.40,0.70,,0.70,,,545.00,operational,d_bcn,diesel,00-autoabasto_local
desarrollos_mineros_san_luis,internal_combustion_diesel,00-autoabasto,11.30,0.00,,,7.40,3.70,,3.70,,,546.00,operational,d_naciona,diesel,00-autoabasto_local
destiladora_del_valle,thermal_fuel_oil,00-autoabasto,39.10,0.00,,,7.10,1.40,,1.40,,,547.00,operational,c_n_tula,fuel_oil,00-autoabasto_local
don_david_gold_mexico,internal_combustion_diesel,00-autoabasto,30.20,0.00,,,7.40,3.30,,3.30,,,548.00,operational,d_naciona,diesel,00-autoabasto_local
ecosys_iii,bioenergy_natural_gas,00-autoabasto,12.40,0.00,,,7.40,1.60,,1.60,,,549.00,operational,g_sauzqro,natural_gas,00-autoabasto_local
